Incident-id,Date(dd/mm/yr),Animal,village,District,State,Victim age,Victim outcome,Incident details,Source url,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,lat,lon
181,26/09/25,Elephant,banmandanga,jalpaiguri,West bengal,32yr,Dead,He had stepped out on an errand around 9pm when he came across a wild tusker,Elephant attack | Tragic meet: 32-year-old youth's life ends after wild tusker attacks him at Jalpaiguri - Telegraph India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,15/05/25,Elephant,pukuria,jhargram,West bengal,60yr,Dead,"He stepped out of his two-storey mud house into the courtyard without knowing that the jumbos were eating the mangoes. When the farmer spotted the elephant, he did not get time to escape as he was lifted by its trunk and dashed to the ground.","Elephant attack | Human-elephant conflict: Feasting on ripe mangoes, jumbo kills farmer in Jhargram village - Telegraph India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,13/11/24,Elephant,bagdogra,darjeeling,West bengal,44yr,Dead,"When he was  returning home from Matigara on a motorcycle, a wild tusker that strayed from the Bagdogra forest attacked him",North Bengal | Siliguri: Two persons dead on Asian Highway II in elephant attack near Bagdogra - Telegraph India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,13/11/24,Elephant,bagdogra,darjeeling,West bengal,41yr,Dead,"When he was  returning home from Matigara on a motorcycle, a wild tusker that strayed from the Bagdogra forest attacked him",North Bengal | Siliguri: Two persons dead on Asian Highway II in elephant attack near Bagdogra - Telegraph India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,02-01-25,Elephant,kalchini,alipurduar,West bengal,45yr,Dead,He was attacked by one of the elephants while officials attempted to drive the herd back into the forest.,Forest guard dies in elephant attack at Buxa Tiger Reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,18/09/25,Elephant,gudalur,nilgiris,Tamil nadu,71yr,Dead,He had gone for a walk in his neighbourhood when the incident happened,Tamil Nadu: 71-year-old man on evening walk killed in elephant attack in Gudalur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,14/05/25,Elephant,narasipuram,coimbatore,Tamil nadu,34yr,Dead,He reportedly fell on the road while attempting to escape a wild elephant attack,Man dies while attempting to escape wild elephant attack in Coimbatore | Coimbatore News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,12-08-25,Elephant,choodasandiram,krishnagiri,Tamil nadu,60yr,Dead,He was heading to his farm with cow dung collected from the cattle shed and came under attack by a wild elephant,https://www.dtnext.in/news/tamilnadu/60-year-old-farmer-killed-in-elephant-attack-in-krishnagiri-843109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,21/04/25,Elephant,masinagudi Dargah Road,nilgiris,Tamil nadu,58yr,Dead,"The couple was returning by a two-wheeler after visiting a temple in Bokkapuram, when the incident happened",Postal department staff injured in elephant attack in the Nilgiris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,29/08/25,Elephant,manjoor,nilgiris,Tamil nadu,35yr,Dead,He was attacked by the wild,Man killed in wild elephant attack in TN's Nilgiris district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,22/10/25,leopard,jambut,pune,Maharastra,70yr,Dead,When she stepped outside in the morning sh was attacked by the animal,70-year-old woman killed in leopard attack in Shirur | Hindustan Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,23/10/25,leopard,nanheda,bijnor,Uttar pradesh,20yr,Dead,she had gone towards the canal bank to relieve herself when the leopard attacked her,Woman missing after leopard attack in Bijnor field | Meerut News - The Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,13/10/25,leopard,pimparkhed ,pune,Maharastra,5yr,Dead,"When she was carrying water to her grandfather, who was working at the family farm near their house ",Leopard kills 5-year-old girl in Pune; locals seek protection - The Hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,20/10/25,leopard,palakwah,una,Himachal pradesh,--,injured,A  leopard attacked people working in the fields,Chaos in Himachals Una as leopard attacks villagers rescue video goes viral - India Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,15/08/25,leopard,bannerghatta,bengaluru urban,Karnataka,12yr,injured,He was attacked by a leopard during a wildlife safari at Bengaluru's Bannerghatta Biological Park,"Leopard Attacks Teen On Bengaluru Safari, Ignites Safety Concerns: Video",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,31/07/25,leopard,kadur,chikkamangalur,Karnataka,--,injured,"A  leopard was found dead at Madagada tank near Yemmedoddi in Kadur taluk, hours after two people were injured in a leopard attack ",Leopard attacks bike-borne duo near Kadur in Karnataka - The Hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,25/06/25,leopard,jugunpur,kheri,Uttar pradesh,35yr,injured,The animal suddenly leapt out and attacked him and instead of running away he fought with the animal,"Watch: Leopard Attacks worker in UP, man fights it off with bare hands | - Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,05-09-25,leopard,bommalapuram,nandyal,Andhra pradesh,26yr,injured,When he was riding towards Dornala the attack occurred near a sharp turn on the forested stretch of the road,Leopard attacks biker on Srisailam roadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,30/07/25,leopard,goni,tumakuru,Karnataka,--,injured,leopard sneaked into a farm at Goni and attacked seven people,"Seven injured in leopard attacks in Tkuru, Cmagaluru; carcass found near Kadur | Bengaluru News - Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,15/08/25,leopard,karwadi,Nashik,Maharastra,30yr,injured,He was on his way to his farm around 8am when the leopard attacked him,Leopard attacks farmer in Sinnar | Nashik News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,09-08-25,leopard,wadner,buldhana,Maharastra,3yr,Dead,He died in a leopard atack,Leopard attacks farmer in Sinnar | Nashik News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,13/08/25,leopard,chinaarutla,parkasam,Maharastra,3yr,injured,The leopard attacked her while she was sleeping outside her home,Leopard attacks three-year-old girl in Prakasam district | Vijayawada News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,13/10/25,leopard,sujan Pur,reasi,Jammu & kashmir,6yr,Dead,The boy was attacked while grazing his sheep in the area,South Kashmir: Leopard Kills Six-Year-Old Boy | Kashmir Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,26/10/25,Tiger,saragur,mysuru,Karnataka,54yr,Dead,"He was killed by the tiger when he was herding his cattle at Mulluru, bordering the Reserve",https://www.thehindu.com/news/national/karnataka/farmer-killed-in-tiger-attack-in-sargur/article70204719.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,25/10/25,Tiger,dharmapur,bahraich,Uttar pradesh,40yr,injured,She  was working in the fields when the tiger sprang from a nearby bush and attacked her. ,Tiger attacks woman in Uttar Pradeshs Katarniaghat Wildlife Sanctuary - The Hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,19/10/25,Tiger,chakpipri,bahraich,Uttar pradesh,45yr,Dead,The farmer killed by a tiger,"Tigers kill 4 humans in 8 days in Chandrapur district, villagers up in arms | Nagpur News - The Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,26/10/25,Tiger,chimur,chandrapur,Maharastra,60yr,Dead,He had gone to his farm in the Doma forest beat for crop inspection where he was attacked by a tiger,"Tigers kill 4 humans in 8 days in Chandrapur district, villagers up in arms | Nagpur News - The Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,25/10/25,Tiger,akapur,chandrapur,Maharastra,58yr,Dead,He was killed in his field,https://timesofindia.indiatimes.com/city/nagpur/tiger-kills-farmer-in-farm-villagers-confront-foresters/articleshow/124817699.cms?utm_source=chatgpt.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,26/10/25,Tiger,ganeshpipri,chandrapur,Maharastra,45yr,Dead,She was mauled to death,https://timesofindia.indiatimes.com/city/nagpur/tiger-kills-woman-in-chandrapur-second-attack-within-a-week/articleshow/124834164.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,26/10/25,Tiger,sujali,bahraich,Uttar pradesh,21yr,Dead,He was collecting turmeric from a near by canal when a tiger emerged and attacked him,"Bahraich-UP-Animal attacks | Tiger kills 21 year old man in UPs Bahraich, second attack in Katarniaghat in two days - Telegraph India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,07-10-25,leopard,khambhar khera,kheri,Uttar pradesh,8yr,Dead,She was in a sugarcane field near her home when the leopard attacked her,"Leopard kills girl in Kheri, tiger attacks 2 bikers in Pilibhit | Bareilly News - The Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,08-08-25,Tiger,madhotanda,pilibhit,Uttar pradesh,--,injured,"A tiger mauled two bikers on Pilibhit-Madhotanda road, leaving one of them seriously injuried","Leopard kills girl in Kheri, tiger attacks 2 bikers in Pilibhit | Bareilly News - The Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,08-08-25,Tiger,girijapuri,bahraich,Uttar pradesh,60yr,injured,She and her niece was attacked by the tiger,"UP: Tiger injures woman, her niece, reappears to attack bank employee; alert issued | Lucknow News - The Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,08-08-25,Tiger,girijapuri,bahraich,Uttar pradesh,10yr,injured,She was attacked by the tiger along her grandmother,"UP: Tiger injures woman, her niece, reappears to attack bank employee; alert issued | Lucknow News - The Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,08-08-25,Tiger,bichhiya,bahraich,Uttar pradesh,55yr,injured,The tiger attacked the man and disappeared,"UP: Tiger injures woman, her niece, reappears to attack bank employee; alert issued | Lucknow News - The Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,30/05/25,Tiger,lal tappar,dehradun,Uttarakhand,34yr,Dead,He had entered the forest with his brother around 9.30am when the tiger attacked them,"Man dies in tiger attack, 9th killing in Uttarakhand this year | Dehradun News - The Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,19/09/25,Tiger,bichhiya,bahraich,Uttar pradesh,--,injured,"He was riding his bike and as he reached the stretch between Bichhia and Girijapur, a tiger attacked him ",Two injured in separate tiger attacks in Bahraich | Lucknow News - The Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,19/09/25,Tiger,bichhiya,bahraich,Uttar pradesh,--,injured,He was riding his bike when the tiger attacked him,Two injured in separate tiger attacks in Bahraich | Lucknow News - The Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,14/08/25,Tiger,ambezari,mandla,Madhya pradesh,43yr,injured,"A tiger leapt from the forest, mauled a cow, and then turned to him clawing his right arm. Before it could drag him away one of his buffaloes charged at the predator",Animal heroics: Buffalo saves shepherd from tiger attack in Madhya Pradesh | Bhopal News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,16/10/25,Tiger,badagalapura,mysuru,Karnataka,34yr,injured," A tiger burst out of the bushes, its powerful stride tearing through the field, sending men scrambling up trees in sheer terror",It came out of the bushes like fire: Tiger attack caught on cam leaves Mysuru farmer fighting for life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,20/10/24,leopard,khairi,shahdol,Madhya pradesh,--,injured,A  leopard attacked a group of picnickers in the South Forest Division Range of Shahdol the incident occurred near the Son River in Khitauli,"Leopard attacks group of picnickers in Madhya Pradesh, chilling video goes viral | Trending News - The Indian Express",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,23/10/25,Elephant,kadamparai,coimbatore,Tamil nadu,37yr,injured,"The man was returning back home,When he reached near Soodakkadu under the Kadamparai forest area, an elephant from a herd attacked him",Wild elephant attacks tribal man in Valparai | Coimbatore News - The Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,11-08-25,Elephant,bandipur,chamrajanagar,Karnataka,--,injured,A Kerala tourist miraculously survived a Bandipur elephant attack in Karnataka's Bandipur Tiger Reserve after a charging tusker pushed him to the ground and pinned him under its foot,Bandipur Elephant Attack: Wild Tusker Chases Kerala Tourist in Viral Roadside Encounter - Oneindia News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,20/02/23,Elephant,renjiladi,dakshina kannada,Karnataka,20yr,Dead,She was attacked outsider her house,Elephant kills man and woman in Karnatakas Dakshina Kannada district | Bangalore News - The Indian Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,20/02/23,Elephant,renjiladi,dakshina kannada,Karnataka,55yr,Dead,"He in his attempt to save the woman from animal ,was killed as well",Elephant kills man and woman in Karnatakas Dakshina Kannada district | Bangalore News - The Indian Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,13/02/24,Elephant,padamala,wayanad,Kerala,47yr,Dead,The elephant into the courtyard and attacked him,"Massive protests after jumbo kills man in Wayanad, govt announces Rs 10 lakh aid | Thiruvananthapuram News - The Indian Express",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,18/10/23,Elephant,delubar,jhargram,West bengal,60yr,Dead,The elephant attacked a group of people who went there to see the carcass of the calf and flung the two men to the ground killing them,Elephant Kills 2 After Crowd Gathers To Look At Its Dead Cub In Bengal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,18/10/23,Elephant,biribaria,jhargram,West bengal,60yr,Dead,The elephant attacked a group of people who went there to see the carcass of the calf and flung the two men to the ground killing them,Elephant Kills 2 After Crowd Gathers To Look At Its Dead Cub In Bengal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,06-04-23,Elephant,boluvampatti,coimbatore,Tamil nadu,40yr,Dead,He  was killed in an elephant attack near the reserve forest in Boluvampatti forest range,Man Killed In Elephant Attack | Coimbatore News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,07-10-23,Elephant,bahadurpura,hyderabad,Telangana,23yr,Dead,He lost his life due to severe injuries inflicted by a male elephant in its enclosure at Nehru Zoological Park,Zoo worker killed in elephant attack | Hyderabad News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,21/01/23,leopard,horalahalli,mysuru,Karnataka,11yr,Dead,He was attacked by the leopard when he went with him family to guard the maze field,Mysuru: Boy killed in suspected leopard attack in T.Narsipura taluk - The Hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,11-4-23,Tiger,lakhimpur,kheri,Uttar pradesh,16yr,injured,He was grazing his goats near the Mohammadi forest range when a tiger attacked him,16-year-old boy injured in tiger attack in Lakhimpur Kheri | Lucknow News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,27/03/23,Tiger,kalamanjan,surajpur,Chhattisgarh,35yr,Dead,The wild cat pounced upon him amd later sped towards forest,Tiger attack in Chhattisgarh's Surajpur district leaves two dead | Raipur News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,27/03/23,Tiger,kalamanjan,surajpur,Chhattisgarh,32yr,Dead,The wild cat pounced upon him amd later sped towards forest,Tiger attack in Chhattisgarh's Surajpur district leaves two dead | Raipur News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,27/03/23,Tiger,kalamanjan,surajpur,Chhattisgarh,30yr,Dead,The wild cat pounced upon him amd later sped towards forest,Tiger attack in Chhattisgarh's Surajpur district leaves two dead | Raipur News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,30/04/23,Tiger,bojhwa,kheri,Uttar pradesh,45yr,Dead,"He was working in his sugarcane field when the tiger pounced on him, causing severe injuries on his neck","UP Tiger Attack: Sixth tiger attack in UP's Lakhimpur Kheri in 22 days; farmer, 45, critical | Bareilly News - Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,18/04/23,Tiger,khairatia,deoria,Uttar pradesh,30yr,Dead,He was mauled to death,"UP Tiger Attack: Sixth tiger attack in UP's Lakhimpur Kheri in 22 days; farmer, 45, critical | Bareilly News - Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,23/04/23,Tiger,sahen khera,kheri,Uttar pradesh,18yr,Dead,He was mauled to death by the animal,"UP Tiger Attack: Sixth tiger attack in UP's Lakhimpur Kheri in 22 days; farmer, 45, critical | Bareilly News - Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,12-12-23,Tiger,vanjeri forest,kumurambheem-Asifabad,Telangana,--,injured,"The tiger pounced on the cattle when they were crossing the road in the forest area. In a bid to protect his cattle, Ghulab, the cowherd, attacked the tiger with an axe and suffered an injury on his shoulder","Man attacks tiger with axe to save cattle, hurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,12-12-23,Tiger,kundhakere,chamrajanagar,Karnataka,55yr,Dead,He  went to the forest to collect green fodder for his sheep and goats ,Tiger devours man in Bandipur reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,24/11/23,Tiger,balluru hundi,mysuru,Karnataka,50yr,Dead,He was attacked by a tiger,Tiger devours man in Bandipur reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,06-11-23,Tiger,kadabeguru,chamarajanagar,Karnataka,42yr,Dead,He was attacked by a tiger,Tiger devours man in Bandipur reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,31/10/23,Tiger,hullahalli,mysuru,Karnataka,55yr,Dead,He was attacked by a tiger,Tiger devours man in Bandipur reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,12-01-23,Tiger,vellaram kunnu,wayanad,Kerala,50yr,Dead,He was attacked by the tiger near his house,Tension in Wayanad village as tiger kills farmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,25/04/23,Tiger,namrup,dibrugarh,Assam,7yr,Dead,The boy was attacked by an adult tiger while he was on his way to home,https://www.indiatodayne.in/assam/video/assam-7-year-old-mauled-to-death-in-tiger-attack-in-dibrugarhs-namrup-548247-2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,03-02-23,Tiger,kachod,manendragarh-chirmiri-bharatpur,Chhattisgarh,--,Dead,He went for fishing and was later attacked by tiger,"Villager killed in tiger attack in Chhattisgarh, half-eaten body recovered | Raipur News - Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,31/01/23,Tiger,thepakkadu,nilgiris,Tamil nadu,50yr,Dead,She had gone to collect firewiid nearby when attack happened,"Despite Justice Nagarathna&#8217;s dissent, Vipul Pancholi elevated to Supreme Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,13/02/23,Tiger,hulikal,kodagu,Karnataka,70yr,Dead,He had stepped out of his home when he was attacked,"Man, grandson killed within 12 hours in separate tiger attacks in Kodagu district of Karnataka - The Hindu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,12-02-23,Tiger,hulikal,kodagu,Karnataka,18yr,Dead,He was attacked by a tiger,Tiger that had claimed 2 lives captured in Kodagu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,24/01/25,Tiger,pancharakkolly,wayanad,Kerala,45yr,Dead,She was attacked on her way to work near a coffee plantation,"Kerala woman on way to work dies in tiger attack, angry locals stop officials from moving her body | India News - The Indian Express",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,31/10/25,Elephant,kerekatte,chikkamangalur,Karnataka,43yr,Dead,"He  had entered the forest to bring fodder for cattle,later encountered a wild elephant, which trampled himto death",2 die in elephant attack in Sringeri taluk of Karnataka - The Hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,31/10/25,Elephant,kerekatte,chikkamangalur,Karnataka,41yr,Dead,"He  had entered the forest to bring fodder for cattle,later encountered a wild elephant, which trampled himto death",2 die in elephant attack in Sringeri taluk of Karnataka - The Hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,01-11-25,Elephant,mundajore,sundargarh,Odisha,63yr,Dead,He sustained severe injuries after being attacked by a tusker,Elderly man killed in elephant attack in Odishas Sundargarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,09-10-25,Elephant,rampur,korba,Chhattisgarh,58yr,Dead,He  man was trampled to death by a herd of wild elephants ,Elephants Trample 58-Year-Old Man To Death In Chhattisgarh's Korba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,20/06/24,Elephant,idukki,idukki,Kerala,62yr,Dead,"The man, an assistant caretaker at the park, beat the elephant with a bamboo rod in an attempt to coerce animal into being tethered.",Lakshmis Caretaker Beat HerShe Killed Him in an Instant | PETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,01-11-25,Elephant,hebbanahalli ,hassan,Karnataka,32yr,Dead,The man was attacked and killed by the wild elephant,"Karnataka Minister rushes back from Bengaluru to meets protesters late at night over death in elephant attack, calls CM - The Hindu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,16/08/22,Elephant,kurang,goalpara,Assam,--,Dead,At least three people including a child were killed in a wild elephant attack,At Least 3 Killed In Elephant Attack In Assam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,10-06-22,Elephant,maladand ,gaurela-pendra-marwahi,Chhattisgarh,47yr,Dead,"He on his way home after work, when he encountered a tusker.","1 Killed, Another Injured In Elephant Attack In Chhattisgarh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,10-06-22,Elephant,maladand ,gaurela-pendra-marwahi,Chhattisgarh,50yr,injured,"He on his way home after work, when he encountered a tusker.","1 Killed, Another Injured In Elephant Attack In Chhattisgarh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,20/03/22,Elephant,rumga,bilaspur,Chhattisgarh,10yr,Dead,She  was trampled to death by an elephant ,"1 Killed, Another Injured In Elephant Attack In Chhattisgarh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,09-06-22,Elephant,raipal,mayurbhanj ,Odisha,70yr,Dead,She was at a tube well drawing water when she was atacked,Elephant kills elderly woman and then returns to trample her corpse at funeral in India | The Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,01-12-22,leopard,narasipura,mysuru,Karnataka,22yr,Dead,She was killed by a leopard,"Karnataka: Despite Reports of Man-Animal Conflict, Govt Struggles for Solutions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,12-04-23,leopard,balibhasa,jhargram,West bengal,22yr,Dead,"The wild elephant, which was part of a herd, suddenly attacked the victim while the villagers were chasing the elephant group when it entered the Balibhasa area",Elephant Tramples to Death College Student at Indian Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,19/08/22,leopard,kunkuri,jashpur,Chhattisgarh,38yr,Dead,He  had gone to check the water level in his fields where he was attacked ,"Chhattisgarh: Two killed in separate elephant attacks in Jashpur, Gaurela-Pendra-Marwahi | India News  India TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,19/08/22,leopard,kunkuri,jashpur,West bengal,33yr,injured,He  had gone to check the water level in his fields where he was attacked ,"Chhattisgarh: Two killed in separate elephant attacks in Jashpur, Gaurela-Pendra-Marwahi | India News  India TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,03-11-25,leopard,shirur,pune,Maharastra,13yr,Dead,The leopard was hiding in a sugarcane field and attacked the boy while he was playing,"Pune: 13-year-old killed in leopard attack; villagers torch forest department office, block highway | Maharashtra News  India TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,25/04/25,leopard,vanarwadi,Nashik,Maharastra,20yr,Dead,She had gone to cut fodder for the cattle near her familys settlement when the leopard attacked,Nashik: 20-Year-Old Woman Killed in Leopard Attack in Dindori Taluka - www.lokmattimes.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,01-11-23,leopard,jaisinghpur,nuh,Haryana,--,injured,A man and two children sustained injuries in a leopard attack ,"Man in hospital after leopard attack, 2 kids injured in Nuh | Delhi News - The Indian Express",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
